id,roottype,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,SA1,SA2,SA3,SA4,SA5,SA6,SA7,SA8,SA9,SA10,SA11,SA12,SA13,SA14,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,Dmean1,Dmean2,Dmean3,Dmean4,Dmean5,Dmean6,Dmean7,Dmean8,Dmean9,Dmean10,Dmean11,Dmean12,Dmean13,Dmean14,Lmean1,Lmean2,Lmean3,Lmean4,Lmean5,Lmean6,Lmean7,Lmean8,Lmean9,Lmean10,Lmean11,Lmean12,Lmean13,Lmean14,Lmax1,Lmax2,Lmax3,Lmax4,Lmax5,Lmax6,Lmax7,Lmax8,Lmax9,Lmax10,Lmax11,Lmax12,Lmax13,Lmax14
42,primaryroot,0,1,1,2,2,2,2,2,2,2,2,2,2,2,0,0.47641692,2.5173235,4.70814005,7.41696684,7.43173704,10.0394998,10.04199835,10.27900246,9.89227491,10.7221585,10.221512,10.0294589,10.150435,0,0.07270297,0.39263627,0.673562932,1.0394905,1.23307109,1.36537646,1.58241228,1.49496487,1.542535722,1.46423875,1.58269082,1.451577925,1.48074766,0,0.000902446,0.005015405,0.007982487,0.0118735,0.016766382,0.015134227,0.020522405,0.017539341,0.019542156,0.016264035,0.020048036,0.017130513,0.018039971,0,0.048035137,0.04814092,0.038576524,0.044572724,0.051683365,0.043103577,0.046113347,0.049948408,0.043851745,0.044323272,0.044901004,0.040933846,0.045827265,0,0.47641692,2.5173235,2.354070025,3.70848342,3.71586852,5.0197499,5.020999175,5.13950123,4.946137455,5.36107925,5.110756,5.01472945,5.0752175,0,0.47641692,2.5173235,4.3215113,6.8675323,6.809656,9.463308,9.559976,9.950483,9.647951,9.204614,9.548342,9.364662,8.930907
42,sum_root,0,1,1,7,9,10,18,18,19,18,18,22,22,22,0,0.47641692,2.5173235,5.670427124,9.552609447,13.03442652,21.11961136,25.89060103,28.09385651,27.72241779,30.97036058,33.5679466,32.73431356,34.75480863,0,0.07270297,0.39263627,0.770706504,1.305755922,1.953451094,2.637443621,3.750290129,3.631790669,4.080724465,4.046570114,4.575358875,4.361914326,5.024828124,0,0.000902446,0.005015405,0.008793668,0.014562281,0.024822539,0.027185854,0.045279343,0.038805327,0.049787649,0.043289712,0.051496234,0.047503447,0.059959629,0,0.048035137,0.04814092,0.033899163,0.03892702,0.044778404,0.036324905,0.042387725,0.040086069,0.04487965,0.039953894,0.040041759,0.0403947,0.043138017,0,0.47641692,2.5173235,0.810061018,1.06140105,1.303442652,1.173311742,1.438366724,1.478624027,1.540134322,1.720575588,1.525815755,1.487923344,1.579764029,0,0.47641692,2.5173235,4.3215113,6.8675323,6.809656,9.463308,9.559976,9.950483,9.647951,9.204614,9.548342,9.364662,8.930907
50,Lateralroot,0,0,0,0,4,4,6,9,9,9,10,8,10,10,0,0,0,0,0.718146145,0.996048246,1.68942069,2.957492031,4.26676856,5.33627147,5.65428519,3.86023135,5.62840006,5.505799484,0,0,0,0,0.10149365,0.159007545,0.229711593,0.451853382,0.742015847,0.739567024,0.904841511,0.624270532,0.702571653,0.654939162,0,0,0,0,0.001197423,0.002222213,0.002572441,0.005688535,0.010549238,0.00837357,0.011927963,0.008236508,0.007156075,0.006319983,0,0,0,0,0.044366192,0.051780474,0.046783111,0.045411986,0.052848052,0.043825883,0.051251264,0.049474532,0.040334157,0.038156893,0,0,0,0,0.179536536,0.249012062,0.281570115,0.328610226,0.474085396,0.592919052,0.565428519,0.482528919,0.562840006,0.550579948,0,0,0,0,0.46877202,0.48943081,0.54728085,0.819109,1.4865633,2.1105886,2.2299097,1.065988,2.2950485,2.1961567
50,primaryroot,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0.14128782,2.6722129,6.4052648,7.1107293,10.0835984,10.7630165,11.6048943,12.4752829,11.74314924,12.3023361,12.2932904,13.22086674,12.5067963,11.92716,0.025313964,0.58133546,1.17390056,1.31068783,1.72601617,1.96740828,1.98975453,2.28279495,2.14172593,2.32708452,2.28136144,2.52971022,1.79305352,1.58040397,0.000366055,0.010504107,0.017665346,0.019994362,0.024588125,0.029331643,0.028907644,0.034443776,0.032455182,0.035975893,0.034762343,0.040204365,0.021406156,0.017213822,0.070590327,0.067635208,0.058110044,0.060969757,0.055067012,0.056153076,0.056085289,0.058509425,0.057965616,0.057776257,0.059059906,0.06241716,0.04598801,0.043126525,0.07064391,0.890737633,2.135088267,2.3702431,3.361199467,3.587672167,3.8682981,4.158427633,3.91438308,4.1007787,4.097763467,4.40695558,4.1689321,3.97572,0.14128782,1.6165257,3.298835,3.8176212,5.339989,5.4331055,5.836256,6.169222,6.102029,6.308865,6.3407207,6.736208,6.239392,6.206366
50,sum_root,2,3,3,3,7,7,9,12,12,12,13,11,13,13,0.14128782,2.6722129,6.4052648,7.1107293,10.80174455,11.75906475,13.29431499,15.43277493,16.0099178,17.63860757,17.94757559,17.08109809,18.13519636,17.43295948,0.025313964,0.58133546,1.17390056,1.31068783,1.82750982,2.126415825,2.219466123,2.734648332,2.883741777,3.066651544,3.186202951,3.153980752,2.495625173,2.235343132,0.000366055,0.010504107,0.017665346,0.019994362,0.025785548,0.031553856,0.031480085,0.04013231,0.04300442,0.044349463,0.046690306,0.048440873,0.028562231,0.023533805,0.070590327,0.067635208,0.058110044,0.060969757,0.048952258,0.053654446,0.049883837,0.048686346,0.054127443,0.047313477,0.053053258,0.053004339,0.041638892,0.039303731,0.07064391,0.890737633,2.135088267,2.3702431,1.543106364,1.679866392,1.47714611,1.286064578,1.334159817,1.469883964,1.380582738,1.552827099,1.395015105,1.340996883,0.14128782,1.6165257,3.298835,3.8176212,5.339989,5.4331055,5.836256,6.169222,6.102029,6.308865,6.3407207,6.736208,6.239392,6.206366
50,Lateralroot,0,0,0,0,0,0,0,5,5,12,16,18,17,18,0,0,0,0,0,0,0,2.91766782,4.60297227,11.57683507,14.01059339,15.35389954,15.36833842,54.22114532,0,0,0,0,0,0,0,0.456701883,0.82766765,1.570779603,2.201015965,2.533175436,1.820932525,20.17998204,0,0,0,0,0,0,0,0.005809553,0.012835323,0.017817394,0.028399584,0.035424142,0.017996856,0.652370177,0,0,0,0,0,0,0,0.049913317,0.053508969,0.042490956,0.049173637,0.048909472,0.036684519,0.115993322,0,0,0,0,0,0,0,0.583533564,0.920594454,0.964736256,0.875662087,0.852994419,0.904019907,3.012285851,0,0,0,0,0,0,0,1.546737,1.8353419,2.2446096,1.9716893,1.7465078,2.0072596,7.6858034
50,primaryroot,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,2.2146112,3.47049675,4.761846,4.2093029,4.8881068,4.6116184,5.6893151,8.5824742,8.9573223,9.4426596,8.8476091,8.9835888,28.58873,0,0.384061826,0.57224427,0.81406221,0.72036787,0.851115745,0.80585699,0.93533891,1.61067132,1.49994932,1.74893026,1.602675,1.26706157,12.6945321,0,0.005396871,0.007678442,0.011487567,0.009967355,0.012204635,0.011502099,0.01260195,0.025045083,0.020440861,0.027330672,0.024134821,0.014839712,0.46606425,0,0.053292032,0.052369597,0.052378297,0.057429427,0.056321862,0.053477228,0.050164546,0.059317994,0.053391132,0.058071123,0.058265489,0.045144975,0.139476293,0,0.738203733,1.15683225,1.587282,1.403100967,1.629368933,1.537206133,1.896438367,2.860824733,2.9857741,3.1475532,2.949203033,2.9945296,9.529576667,0,1.265741,1.8881065,2.0795424,1.9036915,2.3956685,2.5314202,2.5157962,3.9368615,4.295623,4.319605,4.075195,4.2020216,13.565268
50,sum_root,0,3,3,3,3,3,3,8,8,15,19,21,20,21,0,2.2146112,3.47049675,4.761846,4.2093029,4.8881068,4.6116184,8.60698292,13.18544647,20.53415737,23.45325299,24.20150864,24.35192722,82.80987532,0,0.384061826,0.57224427,0.81406221,0.72036787,0.851115745,0.80585699,1.392040793,2.43833897,3.070728923,3.949946225,4.135850436,3.087994095,32.87451414,0,0.005396871,0.007678442,0.011487567,0.009967355,0.012204635,0.011502099,0.018411503,0.037880406,0.038258255,0.055730256,0.059558963,0.032836568,1.118434427,0,0.053292032,0.052369597,0.052378297,0.057429427,0.056321862,0.053477228,0.050007528,0.055687354,0.044670991,0.050578503,0.050246046,0.037953587,0.119348032,0,0.738203733,1.15683225,1.587282,1.403100967,1.629368933,1.537206133,1.075872865,1.648180809,1.368943825,1.234381736,1.152452792,1.217596361,3.943327396,0,1.265741,1.8881065,2.0795424,1.9036915,2.3956685,2.5314202,2.5157962,3.9368615,4.295623,4.319605,4.075195,4.2020216,13.565268
52,Lateralroot,0,0,0,0,0,0,0,0,2,6,14,15,23,21,0,0,0,0,0,0,0,0,1.62278715,3.189743699,4.562624742,5.058963245,7.233773531,6.745333988,0,0,0,0,0,0,0,0,0.27811632,0.568837196,0.804048936,0.699751358,0.847563064,0.787818368,0,0,0,0,0,0,0,0,0.003927787,0.008266039,0.011720688,0.008019167,0.008331823,0.007563904,0,0,0,0,0,0,0,0,0.050980708,0.053066156,0.051289091,0.039745831,0.035291155,0.03394431,0,0,0,0,0,0,0,0,0.811393575,0.53162395,0.325901767,0.337264216,0.314511893,0.32120638,0,0,0,0,0,0,0,0,1.148644,2.133719,2.677352,2.7147412,3.7031028,3.5758834
52,primaryroot,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3.6383537,3.8592275,5.126769,6.1118639,5.8524155,7.854516,6.2225268,5.9433272,0,0,0,0,0,0,0.71333084,0.67088314,0.91634492,1.17697014,1.13635129,1.38944034,0.97014639,0.82614922,0,0,0,0,0,0,0.011571799,0.010487684,0.01358955,0.019241462,0.018980646,0.020553721,0.014919493,0.009759454,0,0,0,0,0,0,0.061398359,0.053063605,0.051016923,0.061305145,0.067077654,0.058897484,0.0552565,0.042655299,0,0,0,0,0,0,1.81917685,1.92961375,2.5633845,3.05593195,2.92620775,3.927258,3.1112634,2.9716636,0,0,0,0,0,0,2.3493207,2.505135,3.9328992,4.75778,4.7089567,6.5655127,4.9396286,4.8262577
52,sum_root,0,0,0,0,0,0,2,2,4,8,16,17,25,23,0,0,0,0,0,0,3.6383537,3.8592275,6.74955615,9.301607599,10.41504024,12.91347925,13.45630033,12.68866119,0,0,0,0,0,0,0.71333084,0.67088314,1.19446124,1.745807336,1.940400226,2.089191698,1.817709454,1.613967588,0,0,0,0,0,0,0.011571799,0.010487684,0.017517337,0.027507501,0.030701334,0.028572888,0.023251316,0.017323359,0,0,0,0,0,0,0.061398359,0.053063605,0.050998816,0.055125903,0.053262661,0.041998967,0.036888383,0.034701787,0,0,0,0,0,0,1.81917685,1.92961375,1.687389038,1.16270095,0.650940015,0.759616426,0.538252013,0.551680921,0,0,0,0,0,0,2.3493207,2.505135,3.9328992,4.75778,4.7089567,6.5655127,4.9396286,4.8262577
52,Lateralroot,0,0,0,7,8,6,10,17,19,19,21,29,24,24,0,0,0,0.545834629,0.401524874,0.32479096,0.695625111,1.306347106,1.83339433,1.691025188,1.857528636,3.066434172,2.845763735,3.004307214,0,0,0,0.082116492,0.055608108,0.045260314,0.102294124,0.199993644,0.215728397,0.216581342,0.258811355,0.424415643,0.358278811,0.337597343,0,0,0,0.001040663,0.000632895,0.000508413,0.001237592,0.002511431,0.002071285,0.00224361,0.002975622,0.005136742,0.003672109,0.003143294,0,0,0,0.047321167,0.040986747,0.048472633,0.046738502,0.046532958,0.036337675,0.04115802,0.04421324,0.044288657,0.037959689,0.033594414,0,0,0,0.077976376,0.050190609,0.054131827,0.069562511,0.076843947,0.096494438,0.089001326,0.088453745,0.105739109,0.118573489,0.125179467,0,0,0,0.13461828,0.08149316,0.08464354,0.13331833,0.19562356,0.27366737,0.26685205,0.28926477,0.2897679,0.66496736,0.72158176
52,primaryroot,2,2,2,3,3,3,3,3,3,3,3,4,3,3,0.79568996,1.46091354,2.2273841,3.23402429,4.36412983,5.47751614,6.51793926,7.28077454,6.93252436,7.63946401,7.230120675,6.79664588,7.82310782,7.41420439,0.12910677,0.27595083,0.38467493,0.548459718,0.78051565,1.007465115,1.238788446,1.5130794,1.339540445,1.355646234,1.325040402,1.243979811,1.17246883,1.069808106,0.001702715,0.004399948,0.005400133,0.007749312,0.011557395,0.015027114,0.019082491,0.025584856,0.021751081,0.019457184,0.019690249,0.018697428,0.014534167,0.012593585,0.052544324,0.055898337,0.05478843,0.050260179,0.051833681,0.05650919,0.0600848,0.059674505,0.053310447,0.059266636,0.056833917,0.053446029,0.059219044,0.049962752,0.39784498,0.73045677,1.11369205,1.078008097,1.454709943,1.825838713,2.17264642,2.426924847,2.310841453,2.546488003,2.410040225,1.69916147,2.607702607,2.471401463,0.40364736,1.0709182,1.2675456,2.3325284,2.891817,3.822195,5.170723,5.8463492,5.33256,6.112158,5.940342,5.6316276,6.211756,5.976563
52,sum_root,2,2,2,10,11,9,13,20,22,22,24,33,27,27,0.79568996,1.46091354,2.2273841,3.779858919,4.765654704,5.8023071,7.213564371,8.587121646,8.76591869,9.330489198,9.087649311,9.863080052,10.66887156,10.4185116,0.12910677,0.27595083,0.38467493,0.63057621,0.836123758,1.052725429,1.34108257,1.713073044,1.555268842,1.572227576,1.583851757,1.668395454,1.530747641,1.407405449,0.001702715,0.004399948,0.005400133,0.008789975,0.012190289,0.015535527,0.020320084,0.028096288,0.023822366,0.021700793,0.022665871,0.023834169,0.018206277,0.015736879,0.052544324,0.055898337,0.05478843,0.048202871,0.043945002,0.051151485,0.049818417,0.04850419,0.038652144,0.043627377,0.045790825,0.045398641,0.040321839,0.035413118,0.39784498,0.73045677,1.11369205,0.377985892,0.433241337,0.644700789,0.554889567,0.429356082,0.39845085,0.424113145,0.378652055,0.298881214,0.395143391,0.3858708,0.40364736,1.0709182,1.2675456,2.3325284,2.891817,3.822195,5.170723,5.8463492,5.33256,6.112158,5.940342,5.6316276,6.211756,5.976563
54,Lateralroot,0,0,0,4,4,5,9,7,7,13,20,26,36,33,0,0,0,0.193704496,0.24,0.288034017,1.400715172,2.06367461,2.77737493,4.53253878,8.83420081,21.50478875,20.14373132,20.00070211,0,0,0,0.018189881,0.03,0.033597423,0.223760983,0.314157499,0.419838222,0.658202846,1.413325289,3.269213728,2.418245074,2.327451779,0,0,0,0.000138255,0.000138255,0.000325668,0.003038856,0.004000905,0.005359551,0.008379192,0.018722774,0.041540329,0.024605813,0.02256846,0,0,0,0.028923086,0.031817976,0.034712865,0.045525768,0.041642262,0.049436976,0.048008759,0.045189834,0.042960102,0.037659266,0.034848064,0,0,0,0.048426124,0.053016464,0.057606803,0.155635019,0.294810659,0.396767847,0.348656829,0.441710041,0.82710726,0.559548092,0.606081882,0,0,0,0.08449867,0.125143235,0.1657878,0.50126773,0.9446091,1.3560102,2.0850973,2.209236,5.450165,3.6400433,3.7293415
54,primaryroot,0,1,2,2,2,2,2,2,2,2,2,2,2,2,0,1.3561145,4.964425,7.6574546,11.2885356,14.29218,17.801021,22.327657,25.140509,29.644963,32.227306,29.125931,32.888217,30.396254,0,0.19884394,0.97054063,1.32579816,2.0567771,2.5834615,3.4305997,4.3828487,5.7134805,5.8460588,6.6970203,5.882272,6.1169624,5.4185366,0,0.002398597,0.01520802,0.018971991,0.030567648,0.037796763,0.053554522,0.069448807,0.1101065,0.093827323,0.115071703,0.09614819,0.099375747,0.085119216,0,0.04644365,0.061558202,0.053775354,0.054769872,0.056870008,0.059689079,0.061814782,0.067814335,0.06090406,0.062877585,0.063092324,0.054140217,0.052414818,0,1.3561145,2.4822125,3.8287273,5.6442678,7.14609,8.9005105,11.1638285,12.5702545,14.8224815,16.113653,14.5629655,16.4441085,15.198127,0,1.3561145,3.9178028,5.728704,7.4623456,9.016762,10.791637,13.551794,15.260893,17.854048,19.431522,16.977896,19.924519,17.694748
54,sum_root,0,1,2,6,2,7,11,9,9,15,22,28,38,35,0,1.3561145,4.964425,7.851159096,11.2885356,14.58021402,19.20173617,24.39133161,27.91788393,34.17750178,41.06150681,50.63071975,53.03194832,50.39695611,0,0.19884394,0.97054063,1.343988041,2.0567771,2.617058923,3.654360683,4.697006199,6.133318722,6.504261646,8.110345589,9.151485728,8.535207474,7.745988379,0,0.002398597,0.01520802,0.019110245,0.030567648,0.038122431,0.056593378,0.073449712,0.115466051,0.102206515,0.133794477,0.137688519,0.12398156,0.107687676,0,0.04644365,0.061558202,0.037207175,0.054769872,0.041043477,0.048100915,0.046125044,0.053520834,0.049728133,0.046797812,0.044398118,0.038526684,0.035851879,0,1.3561145,2.4822125,1.308526516,5.6442678,2.082887717,1.745612379,2.710147957,3.101987103,2.278500119,1.866432128,1.808239991,1.395577587,1.439913032,0,1.3561145,3.9178028,5.728704,7.4623456,9.016762,10.791637,13.551794,15.260893,17.854048,19.431522,16.977896,19.924519,17.694748
56,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,primaryroot,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0.13065359,0.27521429,1.1060686,1.22637507,1.36614613,1.6744223,2.0288205,2.03488384,2.0770519,2.2825556,2.1063627,2.1063627,2.1063627,2.1063627,0.02244679,0.039026631,0.173857834,0.16040334,0.17600071,0.211860734,0.25562803,0.23905687,0.287549746,0.36507172,0.290396804,0.290396804,0.290396804,0.290396804,0.000306329,0.000444015,0.002243687,0.00170561,0.001828374,0.002159445,0.00265914,0.002350142,0.003343128,0.004838943,0.003329567,0.003329567,0.003329567,0.003329567,0.055876993,0.04434094,0.053007708,0.039954391,0.040910963,0.039722899,0.037818671,0.036011532,0.042214885,0.051526236,0.040376941,0.040376941,0.040376941,0.040376941,0.13065359,0.137607145,0.5530343,0.613187535,0.683073065,0.83721115,1.01441025,1.01744192,1.03852595,1.1412778,1.05318135,1.05318135,1.05318135,1.05318135,0.13065359,0.19922581,0.7359677,0.74187785,0.9490986,1.0661145,1.3462356,1.2470629,1.3217351,1.6112288,1.484715,1.484715,1.484715,1.484715
56,sum_root,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0.13065359,0.27521429,1.1060686,1.22637507,1.36614613,1.6744223,2.0288205,2.03488384,2.0770519,2.2825556,2.1063627,2.1063627,2.1063627,2.1063627,0.02244679,0.039026631,0.173857834,0.16040334,0.17600071,0.211860734,0.25562803,0.23905687,0.287549746,0.36507172,0.290396804,0.290396804,0.290396804,0.290396804,0.000306329,0.000444015,0.002243687,0.00170561,0.001828374,0.002159445,0.00265914,0.002350142,0.003343128,0.004838943,0.003329567,0.003329567,0.003329567,0.003329567,0.055876993,0.04434094,0.053007708,0.039954391,0.040910963,0.039722899,0.037818671,0.036011532,0.042214885,0.051526236,0.040376941,0.040376941,0.040376941,0.040376941,0.13065359,0.137607145,0.5530343,0.613187535,0.683073065,0.83721115,1.01441025,1.01744192,1.03852595,1.1412778,1.05318135,1.05318135,1.05318135,1.05318135,0.13065359,0.19922581,0.7359677,0.74187785,0.9490986,1.0661145,1.3462356,1.2470629,1.3217351,1.6112288,1.484715,1.484715,1.484715,1.484715
56,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,primaryroot,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3344923,0.44898832,1.4511572,1.6781046,1.4383619,1.6609545,1.6320763,1.8534398,1.6597736,1.7359074,1.5687146,1.4276243,1.4276243,1.4276243,0.055112403,0.085505135,0.25923955,0.21120235,0.21742497,0.2113516,0.24318047,0.2717088,0.17157842,0.23726094,0.20178592,0.20789766,0.20789766,0.20789766,0.000740217,0.001299338,0.003735511,0.002269683,0.002641203,0.002322744,0.002940892,0.003221192,0.001470461,0.002608255,0.002098988,0.002467629,0.002467629,0.002467629,0.052056145,0.059826747,0.05600124,0.03636005,0.04772665,0.037901405,0.047572948,0.04481418,0.03276861,0.043407913,0.040270515,0.045401353,0.045401353,0.045401353,0.3344923,0.44898832,1.4511572,1.6781046,1.4383619,1.6609545,1.6320763,1.8534398,1.6597736,1.7359074,1.5687146,1.4276243,1.4276243,1.4276243,0.3344923,0.44898832,1.4511572,1.6781046,1.4383619,1.6609545,1.6320763,1.8534398,1.6597736,1.7359074,1.5687146,1.4276243,1.4276243,1.4276243
56,sum_root,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3344923,0.44898832,1.4511572,1.6781046,1.4383619,1.6609545,1.6320763,1.8534398,1.6597736,1.7359074,1.5687146,1.4276243,1.4276243,1.4276243,0.055112403,0.085505135,0.25923955,0.21120235,0.21742497,0.2113516,0.24318047,0.2717088,0.17157842,0.23726094,0.20178592,0.20789766,0.20789766,0.20789766,0.000740217,0.001299338,0.003735511,0.002269683,0.002641203,0.002322744,0.002940892,0.003221192,0.001470461,0.002608255,0.002098988,0.002467629,0.002467629,0.002467629,0.052056145,0.059826747,0.05600124,0.03636005,0.04772665,0.037901405,0.047572948,0.04481418,0.03276861,0.043407913,0.040270515,0.045401353,0.045401353,0.045401353,0.3344923,0.44898832,1.4511572,1.6781046,1.4383619,1.6609545,1.6320763,1.8534398,1.6597736,1.7359074,1.5687146,1.4276243,1.4276243,1.4276243,0.3344923,0.44898832,1.4511572,1.6781046,1.4383619,1.6609545,1.6320763,1.8534398,1.6597736,1.7359074,1.5687146,1.4276243,1.4276243,1.4276243
58,Lateralroot,0,0,0,0,5,1,6,4,16,34,33,39,46,49,0,0,0,0,0.91466768,0.25031596,0.526664116,0.527585667,3.254392043,9.522900819,12.17128173,12.86203301,15.96627458,14.01255895,0,0,0,0,0.125184853,0.031801246,0.070620469,0.101975677,0.636165967,1.727287656,1.975216794,2.187385689,2.179969258,1.885446922,0,0,0,0,0.001439251,0.00032487,0.000777682,0.001857885,0.01062234,0.026194463,0.027485263,0.030838151,0.025389249,0.021483025,0,0,0,0,0.04358951,0.041489836,0.039924929,0.057214153,0.06085966,0.051215706,0.047442807,0.051755899,0.041192386,0.04262097,0,0,0,0,0.182933536,0.25031596,0.087777353,0.131896417,0.203399503,0.280085318,0.368826719,0.329795718,0.347092926,0.285970591,0,0,0,0,0.3594414,0.25031596,0.21893235,0.19594838,1.3343022,1.9176998,2.0449326,2.1297784,2.2244494,1.8400228
58,primaryroot,0,0,1,3,2,3,2,2,2,2,2,3,2,2,0,0,0.42038426,2.51100896,6.1436517,9.6155695,12.6815447,14.6490322,17.78192,20.017393,22.874377,24.7719654,27.537034,30.128409,0,0,0.054543316,0.51140967,1.2396182,1.920560246,2.59540787,3.026302,3.9648174,4.9669237,4.7025831,6.67704505,5.487278,6.0446646,0,0,0.000576664,0.008447637,0.020301288,0.031087579,0.042806709,0.0508617,0.073002724,0.10590133,0.080438454,0.157648267,0.095822829,0.102576938,0,0,0.042210218,0.061945043,0.063220485,0.056610884,0.063706525,0.064170568,0.0691472,0.074168073,0.063345916,0.069343435,0.05951437,0.061515346,0,0,0.42038426,0.837002987,3.07182585,3.205189833,6.34077235,7.3245161,8.89096,10.0086965,11.4371885,8.2573218,13.768517,15.0642045,0,0,0.42038426,1.2022578,3.1009016,5.7787423,7.549849,7.4360085,8.959271,10.683847,12.426962,15.259569,14.857016,16.16353
58,sum_root,0,0,1,3,7,4,8,6,18,36,35,42,48,51,0,0,0.42038426,2.51100896,7.05831938,9.86588546,13.20820882,15.17661787,21.03631204,29.54029382,35.04565873,37.63399841,43.50330858,44.14096795,0,0,0.054543316,0.51140967,1.364803053,1.952361492,2.666028339,3.128277677,4.600983367,6.694211356,6.677799894,8.864430739,7.667247258,7.930111522,0,0,0.000576664,0.008447637,0.021740539,0.031412449,0.043584391,0.052719585,0.083625064,0.132095793,0.107923717,0.188486418,0.121212078,0.124059963,0,0,0.042210218,0.061945043,0.04919836,0.052830622,0.045870328,0.059532958,0.061780498,0.052490838,0.048351556,0.053012151,0.041955802,0.043361926,0,0,0.42038426,0.837002987,1.00833134,2.466471365,1.651026102,2.529436311,1.168684002,0.820563717,1.001304535,0.896047581,0.906318929,0.865509175,0,0,0.42038426,1.2022578,3.1009016,5.7787423,7.549849,7.4360085,8.959271,10.683847,12.426962,15.259569,14.857016,16.16353
58,Lateralroot,0,0,0,0,0,0,0,5,21,21,26,27,31,30,0,0,0,0,0,0,0,0.5242311,1.805138132,4.068575226,7.694905939,8.184013236,11.1577584,9.181710746,0,0,0,0,0,0,0,0.077339833,0.245106367,0.580184349,1.168363532,1.311366288,1.402011733,1.088346751,0,0,0,0,0,0,0,0.000915402,0.002696902,0.006750247,0.014564002,0.01727074,0.014241173,0.010563749,0,0,0,0,0,0,0,0.044884477,0.045615973,0.044195421,0.045114428,0.048266858,0.038388401,0.035860356,0,0,0,0,0,0,0,0.10484622,0.085958959,0.193741677,0.295957921,0.303111601,0.35992769,0.306057025,0,0,0,0,0,0,0,0.15701401,0.22433847,0.70682937,0.9895623,1.0525904,1.4861418,1.2983102
58,primaryroot,0,0,2,3,3,3,3,3,3,3,3,3,3,3,0,0,0.93689508,5.810251,8.2228605,10.4605101,13.1641619,17.3314819,19.5272626,20.2399028,22.1059,24.108248,24.9743352,25.304164,0,0,0.144106814,1.03349235,1.59885078,2.01226726,2.36969958,2.90363338,4.06392327,3.8428286,4.29283766,4.60384526,4.09481772,3.88409195,0,0,0.001908647,0.014884972,0.025127233,0.031874741,0.035116094,0.040818114,0.068926536,0.058978399,0.067640922,0.072983078,0.055070702,0.048837799,0,0,0.05319561,0.056624486,0.060786739,0.061065857,0.054997949,0.053569051,0.063350253,0.058398621,0.060222668,0.055692774,0.048416801,0.047137076,0,0,0.46844754,1.936750333,2.7409535,3.4868367,4.388053967,5.777160633,6.509087533,6.746634267,7.368633333,8.036082667,8.3247784,8.434721333,0,0,0.604439,3.2850351,4.1368427,5.2989445,7.3201222,9.410078,9.902586,10.197438,10.504831,11.080921,11.809679,12.175412
58,sum_root,0,0,2,3,3,3,3,8,24,24,29,30,34,33,0,0,0.93689508,5.810251,8.2228605,10.4605101,13.1641619,17.855713,21.33240073,24.30847803,29.80080594,32.29226124,36.1320936,34.48587475,0,0,0.144106814,1.03349235,1.59885078,2.01226726,2.36969958,2.980973213,4.309029637,4.423012949,5.461201192,5.915211548,5.496829453,4.972438701,0,0,0.001908647,0.014884972,0.025127233,0.031874741,0.035116094,0.041733516,0.071623438,0.065728646,0.082204923,0.090253817,0.069311875,0.059401548,0,0,0.05319561,0.056624486,0.060786739,0.061065857,0.054997949,0.048141192,0.047832758,0.045970821,0.046677349,0.04900945,0.03927326,0.036885512,0,0,0.46844754,1.936750333,2.7409535,3.4868367,4.388053967,2.231964125,0.888850031,1.012853251,1.027613998,1.076408708,1.062708635,1.045026507,0,0,0.604439,3.2850351,4.1368427,5.2989445,7.3201222,9.410078,9.902586,10.197438,10.504831,11.080921,11.809679,12.175412
